FBX Name,User Name,Email,命名检查,分类检查,分类,Hierarchy Check,Hierarchy Root Name Check,根节点名,冻结变换检查,LOD 数量,贴花数量,碰撞数量,LOD 材质球数量,贴花材质球数量,是否有无效的UV集,UV1 范围,Vertex Color,各级 LOD 的三角形数量,贴花的三角形数量,碰撞的三角形数量,旋转包围盒大小 (居中),包围盒大小 (未居中),绝对路径
SM_Item_Build_TempleComponent_ShortCube_2m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortCube_2m],Passed,1,2,1,[1],[1][1],Passed,[14.530361-8.800376],[0.000000][0.000000][0.000000],[44],[176][8],12,[2.000003][1.000000][2.000003],[1.000002][1.000000][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortCube_2m.fbx
SM_Item_Build_TempleComponent_ShortCube_2m_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortCube_2m_002],Passed,1,2,1,[1],[1][1],Passed,[14.530361-8.800376],[0.000000][0.000000][0.000000],[44],[176][16],12,[2.000006][1.000004][2.000000],[1.000002][2.000000][0.500001],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortCube_2m_002.fbx
SM_Item_Build_TempleComponent_ShortCube_2m_F,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortCube_2m_F],Passed,1,2,0,[1],[1][1],Passed,[14.530329-8.231155],[0.000000][0.000000][0.000000],[10],[40][2],N/A,[2.000000][0.040002][1.000000],[1.000000][1.000000][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortCube_2m_F.fbx
SM_Item_Build_TempleComponent_ShortCube_2m_S,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortCube_2m_S],Passed,1,2,0,[1],[1][1],Passed,[14.530361-8.786891],[0.000000][0.000000][0.000000],[30],[100][6],N/A,[2.000005][1.960003][1.000000],[1.000002][1.000000][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortCube_2m_S.fbx
SM_Item_Build_TempleComponent_ShortCube_2m_Special,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortCube_2m_Special],Passed,1,1,1,[2],[1],Passed,[14.530361-8.800376],[0.000000][0.000000][0.000000],[56],[68],12,[0.987418][2.012116][2.013785],[1.007381][0.987417][1.006404],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortCube_2m_Special.fbx
SM_Item_Build_TempleComponent_ShortCube_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortCube_4m],Passed,1,2,1,[1],[1][1],Passed,[9.664366-12.460588],[0.000000][0.000000][0.000000],[44],[176][8],12,[1.000002][4.000003][4.000000],[2.000000][1.000001][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortCube_4m.fbx
SM_Item_Build_TempleComponent_ShortCube_4m_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortCube_4m_002],Passed,1,2,1,[1],[1][1],Passed,[9.664366-12.460588],[0.000000][0.000000][0.000000],[44],[176][16],12,[4.000001][1.000004][4.000003],[2.000001][4.000000][0.500001],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortCube_4m_002.fbx
SM_Item_Build_TempleComponent_ShortSlope_1m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortSlope_1m],Passed,4,1,1,[2][2][2][2],[1],Failed,[4.793076-2.644610],[0.000000][0.000000][0.000000],[536][302][170][96],[33],46,[1.008151][4.023645][4.491791],[2.011822][1.008151][4.491791],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortSlope_1m.fbx
SM_Item_Build_TempleComponent_ShortSlope_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortSlope_4m],Passed,4,4,1,[2][2][2][2],[1][1][1][1],Failed,[4.793076-2.644610],[0.000000][0.000000][0.000000],[676][388][194][96],[33][33][16][8],46,[2.069637][4.074753][4.542512],[2.052940][2.069487][4.491791],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortSlope_4m.fbx
SM_Item_Build_TempleComponent_ShortSlope_8m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortSlope_8m],Passed,4,4,1,[2][2][2][2],[1][1][1][1],Failed,[3.726909-2.630417],[0.000000][0.000000][0.000000],[676][388][194][96],[35][35][17][8],46,[4.541908][8.072541][2.039627],[4.052555][2.038829][4.491791],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortSlope_8m.fbx
SM_Item_Build_TempleComponent_ShortStair_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortStair_4m],Passed,4,0,2,[2][2][2][2],N/A,Passed,[3.388080-1.210004],[0.000000][0.000000][0.000000],[2782][2028][1014][507],N/A,186,[4.352034][2.563810][4.144125],[2.072062][2.495968][4.141443],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortStair_4m.fbx
SM_Item_Build_TempleComponent_ShortStair_4m_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortStair_4m_A],Passed,4,0,2,[2][2][2][2],N/A,Passed,[3.388080-1.210004],[0.000000][0.000000][0.000000],[2782][2028][1014][507],N/A,186,[4.352034][2.563810][4.144125],[2.072062][2.495968][4.141443],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortStair_4m_A.fbx
SM_Item_Build_TempleComponent_ShortStair_8m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortStair_8m],Passed,4,0,2,[2][2][2][2],N/A,Passed,[5.636820-1.794731],[0.000000][0.000000][0.000000],[4261][3027][1513][756],N/A,196,[8.154884][4.374349][2.522830],[4.069188][2.497995][4.138889],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortStair_8m.fbx
SM_Item_Build_TempleComponent_ShortStair_8m_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_ShortStair_8m_A],Passed,4,0,2,[2][2][2][2],N/A,Passed,[5.636820-1.794731],[0.000000][0.000000][0.000000],[4261][3027][1513][756],N/A,196,[8.154884][4.374349][2.522830],[4.069188][2.497995][4.138889],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_ShortStair_8m_A.fbx
SM_Item_Build_TempleComponent_SkirtingLine_2m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_SkirtingLine_2m],Passed,4,0,1,[1][1][1][1],N/A,Passed,[0.000000-0.000000],[0.000000][0.000000][0.000000],[428][214][106][52],N/A,12,[2.206974][2.207510][0.401183],[1.103370][0.400259][1.104149],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_SkirtingLine_2m.fbx
SM_Item_Build_TempleComponent_SkirtingLine_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_SkirtingLine_4m],Failed,1,1,1,[1],[1],Passed,[9.825787-12.545134],[0.000000][0.000000][0.000000],[44],[176],12,[4.400570][0.399901][4.400670],[2.200284][0.399901][2.200335],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_SkirtingLine_4m.fbx
SM_Item_Build_TempleComponent_SpecialCube_Fake,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_SpecialCube_Fake],Passed,3,0,1,[1][1][1],N/A,Passed,[0.000000-0.000000],[0.000000][0.000000][0.000000],[1340][670][334],N/A,12,[1.005975][2.018598][2.007477],[1.004377][2.010436][0.500970],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_SpecialCube_Fake.fbx
SM_Item_Build_TempleComponent_SpecialCube_FakeSmall,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_SpecialCube_FakeSmall],Passed,3,0,1,[1][1][1],N/A,Passed,[0.000000-0.000000],[0.000000][0.000000][0.000000],[1340][670][334],N/A,12,[1.006033][1.003851][1.009285],[0.502189][1.005218][0.500970],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_SpecialCube_FakeSmall.fbx
SM_Item_Build_TempleComponent_SpecialCube_Ob,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_SpecialCube_Ob],Passed,3,0,1,[1][1][1],N/A,Passed,[0.000000-0.000000],[0.000000][0.000000][0.000000],[1340][670][334],N/A,12,[1.005975][2.018598][2.007477],[1.004377][2.010436][0.500970],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_SpecialCube_Ob.fbx
SM_Item_Build_TempleComponent_SpecialCube_Real,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_SpecialCube_Real],Passed,3,0,1,[1][1][1],N/A,Passed,[0.000000-0.000000],[0.000000][0.000000][0.000000],[1340][670][334],N/A,12,[1.005975][2.018598][2.007477],[1.004377][2.010436][0.500970],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_SpecialCube_Real.fbx
SM_Item_Build_TempleComponent_SpecialCube_SmallOb,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_SpecialCube_SmallOb],Passed,1,2,1,[1],[1][1],Passed,[10.900246-8.096592],[0.000000][0.000000][0.000000],[44],[176][8],12,[1.000002][1.000001][1.000002],[0.500001][1.000000][0.500001],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_SpecialCube_SmallOb.fbx
SM_Item_Build_TempleComponent_StandardCube_1m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_1m],Passed,1,2,1,[1],[1][1],Passed,[2.721965-2.048804],[0.000000][0.000000][0.000000],[44],[176][16],12,[4.000000][1.000002][1.000001],[0.500001][3.999999][0.500001],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_1m.fbx
SM_Item_Build_TempleComponent_StandardCube_2m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_2m],Passed,1,2,1,[1],[1][1],Passed,[12.617751-1.263337],[0.000000][0.000000][0.000000],[44],[176][16],12,[4.010010][2.000008][2.000008],[1.000002][4.010010][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_2m.fbx
SM_Item_Build_TempleComponent_StandardCube_2m_Ani,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_2m_Ani],Passed,1,3,1,[1],[1][1][1],Passed,[12.617751-1.263337],[0.000000][0.000000][0.000000],[44],[176][8][8],12,[4.010010][2.000008][2.000008],[1.000002][4.010010][1.000002],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_2m_Ani.fbx
SM_Item_Build_TempleComponent_StandardCube_2m_Climb_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_2m_Climb_001],Passed,1,1,1,[2],[1],Passed,[10.900246-8.096592],[0.000000][0.000000][0.000000],[612],[176],12,[2.146241][2.000031][2.144453],[1.072431][2.000000][1.072431],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_2m_Climb_001.fbx
SM_Item_Build_TempleComponent_StandardCube_2m_Climb_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_2m_Climb_002],Passed,1,1,1,[2],[1],Passed,[10.900246-8.096592],[0.000000][0.000000][0.000000],[612],[176],12,[2.144451][2.000019][2.146239],[1.072431][2.000000][1.072431],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_2m_Climb_002.fbx
SM_Item_Build_TempleComponent_StandardCube_2m_Climb_003,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_2m_Climb_003],Passed,1,1,1,[2],[1],Passed,[10.900246-8.096592],[0.000000][0.000000][0.000000],[612],[176],12,[2.146237][2.000005][2.144449],[1.072431][2.000000][1.072431],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_2m_Climb_003.fbx
SM_Item_Build_TempleComponent_StandardCube_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m],Passed,1,2,1,[1],[1][1],Passed,[7.504701-4.584186],[0.000000][0.000000][0.000000],[44],[176][16],12,[4.000007][4.000008][4.000004],[2.000001][4.000002][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m.fbx
SM_Item_Build_TempleComponent_StandardCube_4m_Ani,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m_Ani],Passed,1,3,1,[1],[1][1][1],Passed,[7.504701-4.584186],[0.000000][0.000000][0.000000],[44],[176][8][8],12,[4.000007][4.000008][4.000005],[2.000001][4.000002][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m_Ani.fbx
SM_Item_Build_TempleComponent_StandardCube_4m_Climb_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m_Climb_001],Passed,1,1,1,[2],[1],Passed,[7.504701-4.584186],[0.000000][0.000000][0.000000],[1548],[176],12,[4.128363][4.000004][4.128364],[2.064181][4.000002][2.064181],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m_Climb_001.fbx
SM_Item_Build_TempleComponent_StandardCube_4m_Climb_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m_Climb_002],Passed,1,1,1,[2],[1],Passed,[7.504701-4.584186],[0.000000][0.000000][0.000000],[1428],[176],12,[4.128363][4.000004][4.128363],[2.064181][4.000002][2.064182],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m_Climb_002.fbx
SM_Item_Build_TempleComponent_StandardCube_4m_Climb_003,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m_Climb_003],Passed,1,1,1,[2],[1],Passed,[7.504701-4.584186],[0.000000][0.000000][0.000000],[1308],[176],12,[4.128363][4.000004][4.128364],[2.064181][4.000002][2.064181],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m_Climb_003.fbx
SM_Item_Build_TempleComponent_StandardCube_4m_Climb_004,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m_Climb_004],Passed,1,1,1,[1],[1],Passed,[0.992090-0.991485],[0.000000][0.000000][0.000000],[57],[57],20,[2.078731][1.367245][0.095765],[1.043794][2.745394][2.081899],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m_Climb_004.fbx
SM_Item_Build_TempleComponent_StandardCube_4m_F,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m_F],Passed,1,2,0,[1],[1][1],Passed,[7.501270-3.426929],[0.000000][0.000000][0.000000],[10],[40][4],N/A,[4.000001][0.040004][4.000003],[2.000000][4.000002][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m_F.fbx
SM_Item_Build_TempleComponent_StandardCube_4m_S,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardCube_4m_S],Passed,1,2,0,[1],[1][1],Passed,[7.504701-4.570705],[0.000000][0.000000][0.000000],[30],[100][12],N/A,[4.000004][3.960001][4.000003],[2.000001][4.000002][2.000000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardCube_4m_S.fbx
SM_Item_Build_TempleComponent_StandardFence_001,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardFence_001],Passed,3,0,1,[1][1][1],N/A,Passed,[1.997845-0.998492],[0.000000][0.000000][0.000000],[3244][1748][754],N/A,12,[4.000000][4.000002][0.100001],[2.000000][2.000002][0.050001],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardFence_001.fbx
SM_Item_Build_TempleComponent_StandardFence_002,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_StandardFence_002],Passed,3,0,1,[1][1][1],N/A,Passed,[1.997845-0.998492],[0.000000][0.000000][0.000000],[3032][1252][670],N/A,12,[4.000002][4.000001][0.100045],[2.000000][2.000000][0.050000],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_StandardFence_002.fbx
SM_Item_Build_TempleComponent_TallSlope_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_TallSlope_4m],Passed,4,4,1,[2][2][2][2],[1][1][1][1],Failed,[3.262314-3.983437],[0.000000][0.000000][0.000000],[1468][814][406][202],[65][65][32][16],46,[4.057642][4.088670][8.556484],[2.065679][4.056765][8.492429],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_TallSlope_4m.fbx
SM_Item_Build_TempleComponent_TallSlope_8m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_TallSlope_8m],Passed,4,4,1,[2][2][2][2],[1][1][1][1],Failed,[2.774882-5.197728],[0.000000][0.000000][0.000000],[1468][814][406][202],[66][66][33][16],46,[8.536271][8.079641][4.057462],[4.041146][4.056298][8.492429],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_TallSlope_8m.fbx
SM_Item_Build_TempleComponent_TallStair_4m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_TallStair_4m],Passed,4,0,2,[2][2][2][2],N/A,Passed,[3.388080-1.995745],[0.000000][0.000000][0.000000],[4893][3441][1720][859],N/A,252,[8.973842][4.669220][4.171535],[2.083077][4.642013][8.668859],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_TallStair_4m.fbx
SM_Item_Build_TempleComponent_TallStair_4m_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_TallStair_4m_A],Passed,4,0,2,[2][2][2][2],N/A,Passed,[3.388080-1.995745],[0.000000][0.000000][0.000000],[4893][3441][1720][859],N/A,252,[8.973842][4.669220][4.171535],[2.083077][4.642013][8.668859],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_TallStair_4m_A.fbx
SM_Item_Build_TempleComponent_TallStair_8m,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_TallStair_8m],Passed,4,0,2,[2][2][2][2],N/A,Passed,[3.720187-3.416780],[0.000000][0.000000][0.000000],[7958][5490][2744][1371],N/A,264,[4.709753][8.960373][8.152702],[4.073820][4.596534][8.669880],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_TallStair_8m.fbx
SM_Item_Build_TempleComponent_TallStair_8m_A,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_TallStair_8m_A],Passed,4,0,2,[2][2][2][2],N/A,Passed,[3.720187-3.416780],[0.000000][0.000000][0.000000],[7958][5490][2744][1371],N/A,264,[4.709753][8.960373][8.152702],[4.073820][4.596534][8.669880],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_TallStair_8m_A.fbx
SM_Item_Build_TempleComponent_Torch,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleComponent_Torch],Passed,4,1,1,[1][1][1][1],[1],Passed,[0.998045-0.989054],[0.000000][0.000000][0.000000],[1072][722][487][327],[54],12,[1.500000][1.469938][1.469939],[0.734969][1.500000][0.734969],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleComponent_Torch.fbx
SM_Item_Build_TempleEntrance_Base,,,Passed,Passed,Build,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleEntrance_Base.fbx
SM_Item_Build_TempleEntrance_Base_Dynamic,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleEntrance_Base_Dynamic],Passed,4,0,5,[1][1][1][1],N/A,Passed,[1.995530-0.995305],[0.000000][0.000000][0.000000],[1732][1058][646][394],N/A,95,[14.370598][4.264691][13.134181],[6.479291][1.837247][2.971455],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleEntrance_Base_Dynamic.fbx
SM_Item_Build_TempleEntrance_Base_Open,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleEntrance_Base_Open],Passed,4,0,7,[3][3][3][3],N/A,Passed,[2.990695-0.994454],[0.000000][0.000000][0.000000],[3737][2238][1339][802],N/A,396,[21.349485][4.542652][15.506613],[7.746959][2.083698][8.236091],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleEntrance_Base_Open.fbx
SM_Item_Build_TempleEntrance_Cube,,,Passed,Passed,Build,Failed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleEntrance_Cube.fbx
SM_Item_Build_TempleEntrance_Cube_Close,,,Passed,Passed,Build,Passed,Passed,[SM_Item_Build_TempleEntrance_Cube_Close],Passed,5,0,2,[6][6][6][6][6],N/A,Passed,[5.996114-1.226255],[1.000000][1.000000][1.000000],[29563][14834][6860][2868][11047],N/A,1090,[12.632022][12.568450][12.815208],[7.545665][14.923065][3.178189],C:/worldx_robot_HZPCC0420091_3279/unity_project/Assets/Res/Environment/Item/Build/Model/SM_Item_Build_TempleEntrance_Cube_Close.fbx
